id_servico_estabelecimento;nm_servico_estabelecimento;ds_servico_estabelecimento;duracao;id_servico_categoria_estabelecimento;id_estabelecimento;id_servico;ativo;preco;preco_fixo;id_preco_tipo;exibe_preco;custo_descartaveis;dt_cadastro;dt_ultima_atualizacao;codigo_interno;id_ncm_nbs;aliquota_icms;id_situacao_tributaria;id_servico_estabelecimento_modelo;aliquota_pis;aliquota_cofins;id_promocao;usado_lista_espera;usado_fila_espera;cliente_ganha_pontos;cliente_pode_resgatar_pontos;pontos_necessarios_para_resgate;codigo_ncm_ibpt;servico_indisponivel_para_clientes
1816933;Depilação de Rosto com Linha;Técnica retira os fios pela raíz, proporcionando uma pele mais clara e macia por mais tempo.;30;174.149;23.614;218;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1117;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816934;Depilação de Meia Perna + Virilha;Meia Perna + Virilha;60;174.149;23.614;88;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1104;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816935;Depilação de Meia Perna + Virilha + Axila;Meia Perna + Virilha + Axila;60;174.149;23.614;89;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1105;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816936;Depilação de Perna Inteira + Virilha;Perna Inteira + Virilha;60;174.149;23.614;90;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1112;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816937;Depilação de Perna Inteira + Virilha + Axila;Perna Inteira + Virilha + Axila;60;174.149;23.614;91;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1113;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816938;Depilação de Buço com Linha;Técnica retira os fios pela raiz, evitando flacidez e manchas escuras, característicos das outras formas de depilação.;30;174.149;23.614;347;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1099;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816939;Depilação de Axilas com Linha;Depilação de Axilas com Linha.;30;174.149;23.614;373;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1096;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816940;Depilação Tricotomia;Depilação Tricotomia;45;174.149;23.614;348;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1185;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816941;Limpeza de Pele;É um tratamento indicado para remover impurezas da pele e promover a limpeza dos poros.;60;174.150;23.614;98;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1265;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816942;Depilação Masculina - Costas ;Depilação Masculina - Costas ;30;174.151;23.614;77;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1160;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816943;Depilação Masculina - Peitoral ;Depilação do peitoral masculino, com cera.;30;174.151;23.614;84;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1171;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816944;Depilação Masculina - Abdômen;"Depilação de Abdômen, com cera.
";30;174.151;23.614;216;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1152;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816945;Depilação Masculina - Axilas;Depilação Masculina - Axilas;30;174.151;23.614;377;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1153;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816946;Depilação Masculina - Braços;Depilação Masculina - Braços;30;174.151;23.614;378;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1158;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816947;Depilação Masculina - Coxas;Depilação Masculina - Coxas;30;174.151;23.614;379;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1162;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816948;Depilação Masculina - Meia Perna;Depilação Masculina - Meia Perna;30;174.151;23.614;383;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1167;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816949;Depilação Masculina - Perna Inteira;Depilação Masculina - Perna Inteira;30;174.151;23.614;384;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1172;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
1816950;Depilação Masculina - Sobrancelhas;Depilação Masculina - Sobrancelhas;30;174.151;23.614;391;VERDADEIRO;0;FALSO;1;VERDADEIRO;0;30 out, 2017, 1:55 PM;30 out, 2017, 1:55 PM;1177;;;;;;;;FALSO;FALSO;FALSO;FALSO;0;;
