1816929;Depilação de Perna Inteira;Perna Inteira;30;174149;23614;69;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.6570000;1111;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816930;Depilação de Virilha Simples;"Depilação com cera da virilha. ";30;174149;23614;70;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.6670000;1126;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816931;Depilação de Braços;Depilação Braço;30;174149;23614;76;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.6800000;1097;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816932;Depilação de Rosto Feminino;Depilação de Rosto Feminino.;30;174149;23614;79;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.6900000;1118;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816933;Depilação de Rosto com Linha;Técnica retira os fios pela raíz, proporcionando uma pele mais clara e macia por mais tempo.;30;174149;23614;218;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.7000000;1117;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816934;Depilação de Meia Perna + Virilha;Meia Perna + Virilha;60;174149;23614;88;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.7100000;1104;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816935;Depilação de Meia Perna + Virilha + Axila;Meia Perna + Virilha + Axila;60;174149;23614;89;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.7200000;1105;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816936;Depilação de Perna Inteira + Virilha;Perna Inteira + Virilha;60;174149;23614;90;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.7300000;1112;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816937;Depilação de Perna Inteira + Virilha + Axila;Perna Inteira + Virilha + Axila;60;174149;23614;91;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.7400000;1113;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816938;Depilação de Buço com Linha;Técnica retira os fios pela raiz, evitando flacidez e manchas escuras, característicos das outras formas de depilação.;30;174149;23614;347;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.7570000;1099;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816939;Depilação de Axilas com Linha;Depilação de Axilas com Linha.;30;174149;23614;373;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.7730000;1096;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816940;Depilação Tricotomia;Depilação Tricotomia;45;174149;23614;348;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.7830000;1185;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816941;Limpeza de Pele;É um tratamento indicado para remover impurezas da pele e promover a limpeza dos poros.;60;174150;23614;98;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.8100000;1265;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816942;"Depilação Masculina - Costas ";"Depilação Masculina - Costas ";30;174151;23614;77;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.8330000;1160;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816943;"Depilação Masculina - Peitoral ";Depilação do peitoral masculino, com cera.;30;174151;23614;84;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.8430000;1171;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816944;Depilação Masculina - Abdômen;"Depilação de Abdômen, com cera. ";30;174151;23614;216;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.8570000;1152;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816945;Depilação Masculina - Axilas;Depilação Masculina - Axilas;30;174151;23614;377;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.8670000;1153;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816946;Depilação Masculina - Braços;Depilação Masculina - Braços;30;174151;23614;378;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.8770000;1158;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816947;Depilação Masculina - Coxas;Depilação Masculina - Coxas;30;174151;23614;379;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.8900000;1162;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816948;Depilação Masculina - Meia Perna;Depilação Masculina - Meia Perna;30;174151;23614;383;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.9000000;1167;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
1816949;Depilação Masculina - Perna Inteira;Depilação Masculina - Perna Inteira;30;174151;23614;384;1;0.00;0;1;1;0.00;2017-10-30 13:55:34.0000000;2017-10-30 13:55:13.9100000;1172;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;0;NULL;NULL
